Date,Country,NumberOfTest
2020-04-17,Australia,11527
2020-04-17,Austria,6456
2020-04-17,Belgium,11300
2020-04-17,Canada,33973
2020-04-17,Chile,5449
2020-04-17,Costa Rica,172
2020-04-17,Denmark,4773
2020-04-17,Estonia,2199
2020-04-17,Finland,2710
2020-04-17,Germany,0
2020-04-17,Greece,2255
2020-04-17,Hungary,3101
2020-04-17,Iceland,1555
2020-04-17,Ireland,4311
2020-04-17,Israel,11594
2020-04-17,Italy,65705
2020-04-17,Japan,4149
2020-04-17,Latvia,1535
2020-04-17,Lithuania,5264
2020-04-17,Luxembourg,1032
2020-04-17,Mexico,3113
2020-04-17,Netherlands,0
2020-04-17,New Zealand,4850
2020-04-17,Norway,3132
2020-04-17,Poland,10583
2020-04-17,Portugal,14720
2020-04-17,Slovakia,3144
2020-04-17,Slovenia,1250
2020-04-17,South Korea,7770
2020-04-17,Spain,0
2020-04-17,Taiwan,838
2020-04-17,Turkey,40270
2020-04-17,United Kingdom,21081
2020-04-17,United States,198121
