Date,Country,NumberOfTest
2021-07-13,Australia,102200
2021-07-13,Austria,346475
2021-07-13,Belgium,70511
2021-07-13,Canada,110421
2021-07-13,Chile,29823
2021-07-13,Colombia,95782
2021-07-13,Costa Rica,9140
2021-07-13,Czechia,91798
2021-07-13,Denmark,79943
2021-07-13,Estonia,5000
2021-07-13,Finland,14955
2021-07-13,France,404471
2021-07-13,Greece,85296
2021-07-13,Hungary,3996
2021-07-13,Israel,62220
2021-07-13,Italy,237198
2021-07-13,Japan,103897
2021-07-13,Latvia,8384
2021-07-13,Lithuania,9149
2021-07-13,Luxembourg,6309
2021-07-13,Mexico,33160
2021-07-13,New Zealand,3478
2021-07-13,Norway,12117
2021-07-13,Poland,93387
2021-07-13,Portugal,66018
2021-07-13,Slovakia,12606
2021-07-13,Slovenia,1758
2021-07-13,South Korea,39942
2021-07-13,Switzerland,21687
2021-07-13,Taiwan,22821
2021-07-13,United Kingdom,932222
2021-07-13,United States,562606
