Date,Country,NumberOfTest
2021-08-08,Australia,0
2021-08-08,Austria,346513
2021-08-08,Belgium,29935
2021-08-08,Canada,4910
2021-08-08,Chile,60086
2021-08-08,Colombia,56021
2021-08-08,Costa Rica,4762
2021-08-08,Czechia,70347
2021-08-08,Denmark,60936
2021-08-08,Estonia,2800
2021-08-08,Finland,12041
2021-08-08,France,180317
2021-08-08,Germany,0
2021-08-08,Greece,172127
2021-08-08,Hungary,0
2021-08-08,Iceland,3251
2021-08-08,Israel,92858
2021-08-08,Italy,261222
2021-08-08,Japan,41841
2021-08-08,Latvia,8501
2021-08-08,Lithuania,6532
2021-08-08,Luxembourg,263
2021-08-08,Mexico,11642
2021-08-08,Netherlands,0
2021-08-08,New Zealand,0
2021-08-08,Norway,9864
2021-08-08,Poland,61370
2021-08-08,Portugal,24173
2021-08-08,Slovakia,6766
2021-08-08,Slovenia,668
2021-08-08,South Korea,10173
2021-08-08,Sweden,12950
2021-08-08,Switzerland,10418
2021-08-08,Taiwan,12382
2021-08-08,United Kingdom,676610
2021-08-08,United States,348993
