tDate,Country,NumberOfTest
2021-11-17,Australia,0
2021-11-17,Austria,593434
2021-11-17,Belgium,126618
2021-11-17,Canada,70314
2021-11-17,Chile,59732
2021-11-17,Colombia,44836
2021-11-17,Costa Rica,161
2021-11-17,Czechia,84994
2021-11-17,Denmark,165161
2021-11-17,Estonia,6059
2021-11-17,Finland,16903
2021-11-17,France,405440
2021-11-17,Greece,0
2021-11-17,Hungary,33325
2021-11-17,Iceland,3031
2021-11-17,Ireland,31690
2021-11-17,Israel,74879
2021-11-17,Italy,609286
2021-11-17,Japan,56892
2021-11-17,Latvia,12059
2021-11-17,Lithuania,22663
2021-11-17,Luxembourg,4278
2021-11-17,Mexico,16776
2021-11-17,New Zealand,0
2021-11-17,Norway,19139
2021-11-17,Poland,196337
2021-11-17,Portugal,53452
2021-11-17,Slovakia,37004
2021-11-17,Slovenia,9223
2021-11-17,Switzerland,46506
2021-11-17,Taiwan,17262
2021-11-17,Turkey,358784
2021-11-17,United Kingdom,1093694
2021-11-17,United States,1471595
