Date,Country,NumberOfTest
2020-04-21,Australia,8108
2020-04-21,Austria,6069
2020-04-21,Belgium,10878
2020-04-21,Canada,31672
2020-04-21,Chile,3530
2020-04-21,Costa Rica,266
2020-04-21,Denmark,9745
2020-04-21,Estonia,1682
2020-04-21,Finland,3620
2020-04-21,Germany,0
2020-04-21,Greece,1322
2020-04-21,Hungary,1995
2020-04-21,Iceland,637
2020-04-21,Ireland,3757
2020-04-21,Israel,13612
2020-04-21,Italy,80221
2020-04-21,Japan,5542
2020-04-21,Latvia,1304
2020-04-21,Lithuania,5544
2020-04-21,Luxembourg,752
2020-04-21,Mexico,3418
2020-04-21,Netherlands,0
2020-04-21,New Zealand,7124
2020-04-21,Norway,3581
2020-04-21,Poland,10119
2020-04-21,Portugal,14930
2020-04-21,Slovakia,3468
2020-04-21,Slovenia,1478
2020-04-21,South Korea,7239
2020-04-21,Spain,0
2020-04-21,Taiwan,1371
2020-04-21,Turkey,39429
2020-04-21,United Kingdom,22763
2020-04-21,United States,221058
