Date,Country,NumberOfTest
2021-08-25,Australia,218109
2021-08-25,Austria,281445
2021-08-25,Belgium,40956
2021-08-25,Canada,62211
2021-08-25,Chile,38029
2021-08-25,Colombia,51939
2021-08-25,Costa Rica,8381
2021-08-25,Czechia,71570
2021-08-25,Denmark,80601
2021-08-25,Estonia,4961
2021-08-25,Finland,30127
2021-08-25,France,673115
2021-08-25,Greece,93988
2021-08-25,Hungary,9346
2021-08-25,Iceland,2749
2021-08-25,Ireland,23517
2021-08-25,Israel,148597
2021-08-25,Italy,303183
2021-08-25,Japan,144846
2021-08-25,Latvia,12453
2021-08-25,Lithuania,14540
2021-08-25,Luxembourg,3954
2021-08-25,Mexico,34978
2021-08-25,New Zealand,0
2021-08-25,Norway,31260
2021-08-25,Poland,77480
2021-08-25,Portugal,50690
2021-08-25,Slovakia,15998
2021-08-25,Slovenia,2934
2021-08-25,South Korea,0
2021-08-25,Switzerland,27713
2021-08-25,Taiwan,23993
2021-08-25,Turkey,296711
2021-08-25,United Kingdom,912027
2021-08-25,United States,1240071
