Date,Country,NumberOfTest
2020-06-12,Australia,34327
2020-06-12,Austria,6270
2020-06-12,Belgium,13743
2020-06-12,Canada,87728
2020-06-12,Chile,18733
2020-06-12,Colombia,11988
2020-06-12,Costa Rica,483
2020-06-12,Denmark,14880
2020-06-12,Estonia,1029
2020-06-12,Finland,2496
2020-06-12,France,44570
2020-06-12,Germany,0
2020-06-12,Greece,6591
2020-06-12,Hungary,4422
2020-06-12,Iceland,79
2020-06-12,Ireland,3009
2020-06-12,Israel,13132
2020-06-12,Italy,108271
2020-06-12,Japan,5145
2020-06-12,Latvia,1298
2020-06-12,Lithuania,4276
2020-06-12,Luxembourg,5950
2020-06-12,Mexico,11955
2020-06-12,Netherlands,0
2020-06-12,New Zealand,2934
2020-06-12,Norway,4635
2020-06-12,Poland,41322
2020-06-12,Portugal,10913
2020-06-12,Slovakia,1511
2020-06-12,Slovenia,767
2020-06-12,South Korea,15849
2020-06-12,Spain,0
2020-06-12,Switzerland,6437
2020-06-12,Taiwan,142
2020-06-12,Turkey,41013
2020-06-12,United Kingdom,98899
2020-06-12,United States,616120
