Date,Country,NumberOfTest
2021-01-05,Australia,84675
2021-01-05,Austria,15450
2021-01-05,Belgium,60064
2021-01-05,Canada,182374
2021-01-05,Chile,25817
2021-01-05,Colombia,65649
2021-01-05,Costa Rica,2501
2021-01-05,Czechia,79113
2021-01-05,Denmark,105577
2021-01-05,Estonia,5605
2021-01-05,Finland,14981
2021-01-05,France,344235
2021-01-05,Germany,0
2021-01-05,Greece,31996
2021-01-05,Hungary,6521
2021-01-05,Iceland,820
2021-01-05,Ireland,19908
2021-01-05,Israel,116537
2021-01-05,Italy,189618
2021-01-05,Japan,88446
2021-01-05,Latvia,12352
2021-01-05,Lithuania,16636
2021-01-05,Luxembourg,12244
2021-01-05,Mexico,43918
2021-01-05,Netherlands,0
2021-01-05,New Zealand,0
2021-01-05,Norway,31723
2021-01-05,Poland,96932
2021-01-05,Portugal,55723
2021-01-05,Slovakia,106576
2021-01-05,Slovenia,6956
2021-01-05,South Korea,59734
2021-01-05,Spain,0
2021-01-05,Sweden,30475
2021-01-05,Switzerland,31342
2021-01-05,Taiwan,598
2021-01-05,Turkey,183413
2021-01-05,United Kingdom,498624
2021-01-05,United States,1951842
