tDate,Country,NumberOfTest
2022-04-16,Australia,68259410
2022-04-16,Austria,180471945
2022-04-16,Belgium,33380341
2022-04-16,Canada,60251126
2022-04-16,Chile,36177178
2022-04-16,Colombia,34179572
2022-04-16,Czechia,54106232
2022-04-16,Denmark,66901318
2022-04-16,Estonia,3311636
2022-04-16,Finland,10627527
2022-04-16,France,266074008
2022-04-16,Germany,0
2022-04-16,Greece,0
2022-04-16,Hungary,0
2022-04-16,Iceland,1311286
2022-04-16,Ireland,11979258
2022-04-16,Israel,49396482
2022-04-16,Italy,208836063
2022-04-16,Japan,43790575
2022-04-16,Latvia,7073395
2022-04-16,Lithuania,8584998
2022-04-16,Luxembourg,4204751
2022-04-16,Mexico,15043430
2022-04-16,Netherlands,30523902
2022-04-16,New Zealand,0
2022-04-16,Norway,11056479
2022-04-16,Portugal,40733478
2022-04-16,Slovenia,4985550
2022-04-16,South Korea,92308130
2022-04-16,Spain,89461807
2022-04-16,Sweden,18236436
2022-04-16,Switzerland,20649820
2022-04-16,Taiwan,7716412
2022-04-16,Turkey,157322115
2022-04-16,United Kingdom,493848752
2022-04-16,United States,862700218
