tDate,Country,NumberOfTest
2022-04-28,Australia,69172527
2022-04-28,Austria,182596243
2022-04-28,Belgium,33601476
2022-04-28,Canada,60871310
2022-04-28,Chile,36667741
2022-04-28,Colombia,34383886
2022-04-28,Czechia,54272096
2022-04-28,Denmark,67069956
2022-04-28,Estonia,3343152
2022-04-28,Finland,10744747
2022-04-28,France,269253531
2022-04-28,Greece,0
2022-04-28,Hungary,10880615
2022-04-28,Iceland,1320932
2022-04-28,Ireland,12058044
2022-04-28,Israel,50038316
2022-04-28,Italy,213009371
2022-04-28,Japan,46632157
2022-04-28,Latvia,7126869
2022-04-28,Lithuania,8650853
2022-04-28,Luxembourg,4227281
2022-04-28,Mexico,15118763
2022-04-28,Netherlands,30561104
2022-04-28,New Zealand,0
2022-04-28,Norway,11080508
2022-04-28,Portugal,41218424
2022-04-28,Slovakia,51022769
2022-04-28,Slovenia,5092095
2022-04-28,South Korea,44913572
2022-04-28,Spain,90253272
2022-04-28,Sweden,18273757
2022-04-28,Switzerland,20814600
2022-04-28,Taiwan,8396705
2022-04-28,Turkey,159069274
2022-04-28,United Kingdom,497860030
2022-04-28,United States,871625446
