Date,Country,NumberOfTest
2021-10-01,Australia,0
2021-10-01,Austria,290255
2021-10-01,Belgium,52100
2021-10-01,Canada,123385
2021-10-01,Chile,70613
2021-10-01,Colombia,48322
2021-10-01,Costa Rica,7255
2021-10-01,Czechia,108326
2021-10-01,Denmark,34219
2021-10-01,Estonia,6210
2021-10-01,Finland,11554
2021-10-01,France,707052
2021-10-01,Germany,0
2021-10-01,Greece,0
2021-10-01,Hungary,15154
2021-10-01,Iceland,1481
2021-10-01,Ireland,20913
2021-10-01,Israel,120097
2021-10-01,Italy,350794
2021-10-01,Japan,81440
2021-10-01,Lithuania,27715
2021-10-01,Luxembourg,2871
2021-10-01,Mexico,19507
2021-10-01,Netherlands,0
2021-10-01,New Zealand,0
2021-10-01,Norway,10004
2021-10-01,Poland,84359
2021-10-01,Portugal,58966
2021-10-01,Slovakia,39551
2021-10-01,Slovenia,5002
2021-10-01,South Korea,0
2021-10-01,Sweden,20461
2021-10-01,Switzerland,53062
2021-10-01,Taiwan,23501
2021-10-01,Turkey,356352
2021-10-01,United Kingdom,282263
2021-10-01,United States,1465314
