Date,Country,NumberOfTest
2020-09-21,Australia,23436
2020-09-21,Austria,13412
2020-09-21,Belgium,34932
2020-09-21,Canada,168492
2020-09-21,Chile,16822
2020-09-21,Colombia,30883
2020-09-21,Costa Rica,1741
2020-09-21,Czechia,19410
2020-09-21,Denmark,54189
2020-09-21,Estonia,3792
2020-09-21,Finland,8746
2020-09-21,France,243053
2020-09-21,Germany,0
2020-09-21,Greece,7905
2020-09-21,Hungary,10022
2020-09-21,Iceland,3846
2020-09-21,Ireland,10031
2020-09-21,Israel,34602
2020-09-21,Italy,95755
2020-09-21,Japan,2778
2020-09-21,Latvia,1153
2020-09-21,Lithuania,3900
2020-09-21,Luxembourg,6412
2020-09-21,Mexico,14793
2020-09-21,Netherlands,0
2020-09-21,New Zealand,3507
2020-09-21,Norway,20817
2020-09-21,Poland,24066
2020-09-21,Portugal,19878
2020-09-21,Slovakia,2664
2020-09-21,Slovenia,2335
2020-09-21,South Korea,6626
2020-09-21,Spain,0
2020-09-21,Sweden,18407
2020-09-21,Switzerland,10190
2020-09-21,Taiwan,283
2020-09-21,Turkey,112942
2020-09-21,United Kingdom,206782
2020-09-21,United States,749059
