tDate,Country,NumberOfTest
2020-11-13,Australia,0
2020-11-13,Austria,32328
2020-11-13,Belgium,37804
2020-11-13,Canada,172262
2020-11-13,Chile,38283
2020-11-13,Colombia,50500
2020-11-13,Costa Rica,2697
2020-11-13,Czechia,44204
2020-11-13,Denmark,72041
2020-11-13,Estonia,5796
2020-11-13,Finland,13392
2020-11-13,France,309437
2020-11-13,Germany,0
2020-11-13,Greece,29435
2020-11-13,Hungary,23912
2020-11-13,Iceland,1181
2020-11-13,Ireland,11612
2020-11-13,Israel,35792
2020-11-13,Italy,399783
2020-11-13,Japan,24038
2020-11-13,Latvia,6734
2020-11-13,Lithuania,14349
2020-11-13,Luxembourg,10852
2020-11-13,Mexico,17719
2020-11-13,Netherlands,0
2020-11-13,New Zealand,7226
2020-11-13,Norway,22181
2020-11-13,Poland,113519
2020-11-13,Portugal,49615
2020-11-13,Slovakia,10742
2020-11-13,Slovenia,6657
2020-11-13,South Korea,10804
2020-11-13,Spain,0
2020-11-13,Sweden,37239
2020-11-13,Switzerland,28226
2020-11-13,Taiwan,204
2020-11-13,Turkey,149942
2020-11-13,United Kingdom,382110
2020-11-13,United States,1903649
