Date,Country,NumberOfTest
2021-03-23,Australia,0
2021-03-23,Austria,369807
2021-03-23,Belgium,87172
2021-03-23,Canada,73918
2021-03-23,Chile,54615
2021-03-23,Colombia,28592
2021-03-23,Costa Rica,2810
2021-03-23,Czechia,247363
2021-03-23,Denmark,180908
2021-03-23,Estonia,7299
2021-03-23,Finland,26958
2021-03-23,France,535627
2021-03-23,Germany,0
2021-03-23,Greece,64421
2021-03-23,Hungary,19279
2021-03-23,Iceland,1557
2021-03-23,Ireland,15044
2021-03-23,Israel,41462
2021-03-23,Italy,437232
2021-03-23,Japan,52715
2021-03-23,Latvia,18614
2021-03-23,Lithuania,8864
2021-03-23,Luxembourg,11861
2021-03-23,Mexico,23834
2021-03-23,Netherlands,0
2021-03-23,New Zealand,2758
2021-03-23,Norway,32930
2021-03-23,Poland,143517
2021-03-23,Portugal,31200
2021-03-23,Slovakia,199956
2021-03-23,Slovenia,6979
2021-03-23,South Korea,47986
2021-03-23,Spain,0
2021-03-23,Sweden,48560
2021-03-23,Switzerland,42314
2021-03-23,Taiwan,437
2021-03-23,Turkey,211848
2021-03-23,United Kingdom,839954
2021-03-23,United States,1523700
