Date,Country,NumberOfTest
2021-08-09,Australia,218174
2021-08-09,Austria,254742
2021-08-09,Belgium,47714
2021-08-09,Canada,131017
2021-08-09,Chile,57071
2021-08-09,Colombia,33025
2021-08-09,Costa Rica,3347
2021-08-09,Czechia,113951
2021-08-09,Denmark,59746
2021-08-09,Estonia,7764
2021-08-09,Finland,17052
2021-08-09,France,944123
2021-08-09,Greece,44775
2021-08-09,Hungary,19362
2021-08-09,Iceland,3386
2021-08-09,Israel,142075
2021-08-09,Italy,128936
2021-08-09,Japan,28421
2021-08-09,Latvia,3606
2021-08-09,Lithuania,16993
2021-08-09,Luxembourg,4306
2021-08-09,Mexico,50365
2021-08-09,New Zealand,2044
2021-08-09,Norway,21880
2021-08-09,Poland,71464
2021-08-09,Portugal,60708
2021-08-09,Slovakia,17917
2021-08-09,Slovenia,1852
2021-08-09,South Korea,29159
2021-08-09,Switzerland,18789
2021-08-09,Taiwan,26095
2021-08-09,United Kingdom,716001
2021-08-09,United States,806666
