Date,Country,NumberOfTest
2020-09-14,Australia,30946
2020-09-14,Austria,9342
2020-09-14,Belgium,29307
2020-09-14,Canada,163554
2020-09-14,Chile,32577
2020-09-14,Colombia,27265
2020-09-14,Costa Rica,1856
2020-09-14,Czechia,17519
2020-09-14,Denmark,55785
2020-09-14,Estonia,3085
2020-09-14,Finland,9184
2020-09-14,France,275457
2020-09-14,Germany,0
2020-09-14,Greece,7145
2020-09-14,Hungary,11314
2020-09-14,Iceland,605
2020-09-14,Ireland,9888
2020-09-14,Israel,48442
2020-09-14,Italy,77158
2020-09-14,Japan,25446
2020-09-14,Latvia,1451
2020-09-14,Lithuania,3329
2020-09-14,Luxembourg,7716
2020-09-14,Mexico,15080
2020-09-14,Netherlands,0
2020-09-14,New Zealand,3931
2020-09-14,Norway,21549
2020-09-14,Poland,24740
2020-09-14,Portugal,19401
2020-09-14,Slovakia,4323
2020-09-14,Slovenia,2247
2020-09-14,South Korea,7961
2020-09-14,Spain,0
2020-09-14,Sweden,19924
2020-09-14,Switzerland,12707
2020-09-14,Taiwan,154
2020-09-14,Turkey,112563
2020-09-14,United Kingdom,216526
2020-09-14,United States,707849
