Date,Country,NumberOfTest
2020-04-07,Australia,8037
2020-04-07,Austria,3939
2020-04-07,Belgium,7509
2020-04-07,Canada,13010
2020-04-07,Costa Rica,162
2020-04-07,Denmark,6350
2020-04-07,Estonia,1360
2020-04-07,Finland,2167
2020-04-07,Germany,0
2020-04-07,Greece,2391
2020-04-07,Hungary,1464
2020-04-07,Iceland,1955
2020-04-07,Ireland,1853
2020-04-07,Israel,6967
2020-04-07,Italy,33713
2020-04-07,Japan,4544
2020-04-07,Latvia,1122
2020-04-07,Lithuania,1944
2020-04-07,Luxembourg,1020
2020-04-07,Mexico,2028
2020-04-07,Netherlands,0
2020-04-07,New Zealand,4834
2020-04-07,Norway,2971
2020-04-07,Poland,6748
2020-04-07,Portugal,10623
2020-04-07,Slovakia,2042
2020-04-07,Slovenia,1214
2020-04-07,South Korea,9145
2020-04-07,Taiwan,1685
2020-04-07,Turkey,20023
2020-04-07,United Kingdom,14419
2020-04-07,United States,180423
