Date,Country,NumberOfTest
2021-09-28,Australia,203804
2021-09-28,Austria,358279
2021-09-28,Belgium,56297
2021-09-28,Canada,118497
2021-09-28,Chile,32408
2021-09-28,Colombia,44962
2021-09-28,Costa Rica,1653
2021-09-28,Czechia,35475
2021-09-28,Denmark,37697
2021-09-28,Estonia,6309
2021-09-28,Finland,14173
2021-09-28,France,485914
2021-09-28,Greece,388706
2021-09-28,Hungary,7518
2021-09-28,Iceland,1500
2021-09-28,Ireland,18629
2021-09-28,Israel,75223
2021-09-28,Italy,402773
2021-09-28,Japan,78473
2021-09-28,Lithuania,27151
2021-09-28,Luxembourg,3021
2021-09-28,Mexico,24552
2021-09-28,New Zealand,9955
2021-09-28,Norway,13377
2021-09-28,Poland,92339
2021-09-28,Portugal,63037
2021-09-28,Slovakia,38212
2021-09-28,Slovenia,6410
2021-09-28,South Korea,44355
2021-09-28,Spain,0
2021-09-28,Switzerland,34793
2021-09-28,Taiwan,25066
2021-09-28,Turkey,356661
2021-09-28,United Kingdom,869689
2021-09-28,United States,1646331
