Date,Country,NumberOfTest
2020-07-20,Australia,57962
2020-07-20,Austria,49767
2020-07-20,Belgium,11901
2020-07-20,Canada,107607
2020-07-20,Chile,16343
2020-07-20,Colombia,26405
2020-07-20,Costa Rica,1117
2020-07-20,Denmark,18211
2020-07-20,Estonia,510
2020-07-20,Finland,3296
2020-07-20,France,93123
2020-07-20,Germany,0
2020-07-20,Greece,2994
2020-07-20,Hungary,2224
2020-07-20,Iceland,26
2020-07-20,Ireland,8415
2020-07-20,Israel,27608
2020-07-20,Italy,38374
2020-07-20,Japan,15959
2020-07-20,Latvia,1297
2020-07-20,Lithuania,1625
2020-07-20,Luxembourg,9621
2020-07-20,Mexico,17363
2020-07-20,Netherlands,0
2020-07-20,New Zealand,955
2020-07-20,Norway,6024
2020-07-20,Poland,25555
2020-07-20,Portugal,13662
2020-07-20,Slovakia,3333
2020-07-20,Slovenia,914
2020-07-20,South Korea,5545
2020-07-20,Spain,0
2020-07-20,Sweden,8449
2020-07-20,Switzerland,5641
2020-07-20,Taiwan,161
2020-07-20,Turkey,43404
2020-07-20,United Kingdom,92518
2020-07-20,United States,907524
