tDate,Country,NumberOfTest
2022-02-14,Australia,67597
2022-02-14,Austria,251563
2022-02-14,Belgium,54249
2022-02-14,Canada,162241
2022-02-14,Chile,99297
2022-02-14,Colombia,29644
2022-02-14,Costa Rica,5170
2022-02-14,Czechia,118564
2022-02-14,Denmark,141044
2022-02-14,Estonia,7042
2022-02-14,Finland,14646
2022-02-14,France,570604
2022-02-14,Greece,125484
2022-02-14,Hungary,83367
2022-02-14,Iceland,3528
2022-02-14,Ireland,12757
2022-02-14,Israel,128860
2022-02-14,Italy,283891
2022-02-14,Japan,210497
2022-02-14,Latvia,9431
2022-02-14,Lithuania,17984
2022-02-14,Luxembourg,2352
2022-02-14,Mexico,17862
2022-02-14,Netherlands,109554
2022-02-14,New Zealand,0
2022-02-14,Norway,26750
2022-02-14,Poland,61194
2022-02-14,Portugal,120962
2022-02-14,Slovakia,84767
2022-02-14,Slovenia,113311
2022-02-14,South Korea,215760
2022-02-14,Spain,153564
2022-02-14,Switzerland,68072
2022-02-14,Taiwan,33358
2022-02-14,Turkey,438553
2022-02-14,United Kingdom,946520
2022-02-14,United States,727878
