Date,Country,NumberOfTest
2020-10-09,Australia,0
2020-10-09,Austria,18575
2020-10-09,Belgium,53751
2020-10-09,Canada,195289
2020-10-09,Chile,36292
2020-10-09,Colombia,49472
2020-10-09,Costa Rica,2749
2020-10-09,Czechia,27743
2020-10-09,Denmark,39707
2020-10-09,Estonia,3042
2020-10-09,Finland,17262
2020-10-09,France,253769
2020-10-09,Germany,0
2020-10-09,Greece,12414
2020-10-09,Hungary,11163
2020-10-09,Iceland,3213
2020-10-09,Ireland,16522
2020-10-09,Israel,37349
2020-10-09,Italy,207313
2020-10-09,Japan,19697
2020-10-09,Latvia,4551
2020-10-09,Lithuania,7444
2020-10-09,Luxembourg,6953
2020-10-09,Mexico,13593
2020-10-09,Netherlands,0
2020-10-09,New Zealand,4814
2020-10-09,Norway,12824
2020-10-09,Poland,52948
2020-10-09,Portugal,28948
2020-10-09,Slovakia,11123
2020-10-09,Slovenia,4362
2020-10-09,South Korea,11668
2020-10-09,Spain,0
2020-10-09,Sweden,19916
2020-10-09,Switzerland,16000
2020-10-09,Taiwan,339
2020-10-09,Turkey,115295
2020-10-09,United Kingdom,296559
2020-10-09,United States,1399861
