tDate,Country,NumberOfTest
2021-03-05,Australia,0
2021-03-05,Austria,259495
2021-03-05,Belgium,52568
2021-03-05,Canada,125823
2021-03-05,Chile,60720
2021-03-05,Colombia,40883
2021-03-05,Costa Rica,2961
2021-03-05,Czechia,136259
2021-03-05,Denmark,155247
2021-03-05,Estonia,7557
2021-03-05,Finland,23036
2021-03-05,France,395865
2021-03-05,Germany,0
2021-03-05,Greece,56061
2021-03-05,Hungary,31274
2021-03-05,Iceland,384
2021-03-05,Ireland,16640
2021-03-05,Israel,101667
2021-03-05,Italy,506751
2021-03-05,Japan,45153
2021-03-05,Latvia,15923
2021-03-05,Lithuania,8769
2021-03-05,Luxembourg,11454
2021-03-05,Mexico,25774
2021-03-05,Netherlands,0
2021-03-05,New Zealand,11403
2021-03-05,Norway,26270
2021-03-05,Poland,117724
2021-03-05,Portugal,28636
2021-03-05,Slovakia,391466
2021-03-05,Slovenia,5288
2021-03-05,South Korea,33493
2021-03-05,Spain,0
2021-03-05,Sweden,36440
2021-03-05,Switzerland,31459
2021-03-05,Taiwan,708
2021-03-05,Turkey,138214
2021-03-05,United Kingdom,953671
2021-03-05,United States,1428570
