tDate,Country,NumberOfTest
2020-12-27,Australia,0
2020-12-27,Austria,9909
2020-12-27,Belgium,13431
2020-12-27,Canada,234829
2020-12-27,Chile,27297
2020-12-27,Colombia,39487
2020-12-27,Costa Rica,1928
2020-12-27,Czechia,22639
2020-12-27,Denmark,67157
2020-12-27,Estonia,3032
2020-12-27,Finland,7345
2020-12-27,France,48016
2020-12-27,Germany,0
2020-12-27,Greece,6143
2020-12-27,Hungary,3292
2020-12-27,Iceland,544
2020-12-27,Ireland,3536
2020-12-27,Israel,72924
2020-12-27,Italy,84636
2020-12-27,Japan,11963
2020-12-27,Latvia,5054
2020-12-27,Lithuania,5564
2020-12-27,Luxembourg,300
2020-12-27,Mexico,7731
2020-12-27,Netherlands,0
2020-12-27,New Zealand,0
2020-12-27,Norway,10307
2020-12-27,Poland,26715
2020-12-27,Portugal,17441
2020-12-27,Slovakia,6483
2020-12-27,Slovenia,1664
2020-12-27,South Korea,27033
2020-12-27,Spain,0
2020-12-27,Sweden,34116
2020-12-27,Switzerland,12812
2020-12-27,Taiwan,365
2020-12-27,Turkey,172113
2020-12-27,United Kingdom,352702
2020-12-27,United States,936224
