Date,Country,NumberOfTest
2020-07-15,Australia,59904
2020-07-15,Austria,8165
2020-07-15,Belgium,16354
2020-07-15,Canada,74454
2020-07-15,Chile,12209
2020-07-15,Colombia,25684
2020-07-15,Costa Rica,1334
2020-07-15,Denmark,16346
2020-07-15,Estonia,534
2020-07-15,Finland,5431
2020-07-15,France,80329
2020-07-15,Germany,0
2020-07-15,Greece,5466
2020-07-15,Hungary,2827
2020-07-15,Iceland,137
2020-07-15,Ireland,4387
2020-07-15,Israel,30692
2020-07-15,Italy,76841
2020-07-15,Japan,11343
2020-07-15,Latvia,1979
2020-07-15,Lithuania,3190
2020-07-15,Luxembourg,14223
2020-07-15,Mexico,16939
2020-07-15,Netherlands,0
2020-07-15,New Zealand,2827
2020-07-15,Norway,5411
2020-07-15,Poland,45241
2020-07-15,Portugal,16174
2020-07-15,Slovakia,2336
2020-07-15,Slovenia,1032
2020-07-15,South Korea,11692
2020-07-15,Spain,0
2020-07-15,Sweden,9913
2020-07-15,Switzerland,7694
2020-07-15,Taiwan,164
2020-07-15,Turkey,42320
2020-07-15,United Kingdom,137828
2020-07-15,United States,1034910
