tDate,Country,NumberOfTest
2021-05-23,Australia,0
2021-05-23,Austria,348172
2021-05-23,Belgium,21633
2021-05-23,Canada,73772
2021-05-23,Chile,65339
2021-05-23,Colombia,66947
2021-05-23,Costa Rica,5614
2021-05-23,Czechia,70780
2021-05-23,Denmark,133409
2021-05-23,Estonia,2614
2021-05-23,Finland,8913
2021-05-23,France,52556
2021-05-23,Germany,0
2021-05-23,Greece,20076
2021-05-23,Hungary,14049
2021-05-23,Israel,19560
2021-05-23,Italy,243906
2021-05-23,Japan,35263
2021-05-23,Latvia,4742
2021-05-23,Lithuania,5189
2021-05-23,Luxembourg,978
2021-05-23,Mexico,3938
2021-05-23,Netherlands,0
2021-05-23,New Zealand,0
2021-05-23,Norway,13622
2021-05-23,Poland,83897
2021-05-23,Portugal,16150
2021-05-23,Slovakia,84686
2021-05-23,Slovenia,1405
2021-05-23,South Korea,10656
2021-05-23,Spain,0
2021-05-23,Sweden,37510
2021-05-23,Switzerland,10269
2021-05-23,Taiwan,12865
2021-05-23,Turkey,210291
2021-05-23,United Kingdom,1165801
2021-05-23,United States,405016
