Date,Country,NumberOfTest
2021-05-26,Australia,61494
2021-05-26,Austria,442992
2021-05-26,Belgium,63645
2021-05-26,Canada,56992
2021-05-26,Chile,32389
2021-05-26,Colombia,97639
2021-05-26,Costa Rica,7208
2021-05-26,Czechia,225163
2021-05-26,Denmark,151518
2021-05-26,Estonia,3915
2021-05-26,Finland,24219
2021-05-26,France,356772
2021-05-26,Germany,0
2021-05-26,Greece,49992
2021-05-26,Hungary,6240
2021-05-26,Israel,28735
2021-05-26,Italy,338467
2021-05-26,Japan,87089
2021-05-26,Latvia,12790
2021-05-26,Lithuania,26812
2021-05-26,Luxembourg,9699
2021-05-26,Mexico,13824
2021-05-26,Netherlands,0
2021-05-26,New Zealand,4778
2021-05-26,Norway,23993
2021-05-26,Poland,115230
2021-05-26,Portugal,50019
2021-05-26,Slovakia,64960
2021-05-26,Slovenia,4013
2021-05-26,South Korea,32760
2021-05-26,Spain,0
2021-05-26,Sweden,32800
2021-05-26,Switzerland,28738
2021-05-26,Taiwan,21081
2021-05-26,Turkey,221214
2021-05-26,United Kingdom,1132061
2021-05-26,United States,1036829
