Date,Country,NumberOfTest
2020-07-21,Australia,56310
2020-07-21,Austria,7164
2020-07-21,Belgium,11987
2020-07-21,Canada,87098
2020-07-21,Chile,12590
2020-07-21,Colombia,26975
2020-07-21,Costa Rica,1104
2020-07-21,Denmark,16694
2020-07-21,Estonia,663
2020-07-21,Finland,5462
2020-07-21,France,89313
2020-07-21,Germany,0
2020-07-21,Greece,6146
2020-07-21,Hungary,760
2020-07-21,Iceland,66
2020-07-21,Ireland,6674
2020-07-21,Israel,30177
2020-07-21,Italy,67025
2020-07-21,Japan,12114
2020-07-21,Latvia,1385
2020-07-21,Lithuania,775
2020-07-21,Luxembourg,16175
2020-07-21,Mexico,16566
2020-07-21,Netherlands,0
2020-07-21,New Zealand,2196
2020-07-21,Norway,4826
2020-07-21,Poland,36428
2020-07-21,Portugal,17212
2020-07-21,Slovakia,2571
2020-07-21,Slovenia,1150
2020-07-21,South Korea,9635
2020-07-21,Spain,0
2020-07-21,Sweden,8449
2020-07-21,Switzerland,6792
2020-07-21,Taiwan,143
2020-07-21,Turkey,42846
2020-07-21,United Kingdom,132626
2020-07-21,United States,1035949
