Date,Country,NumberOfTest
2021-03-16,Australia,0
2021-03-16,Austria,355721
2021-03-16,Belgium,74226
2021-03-16,Canada,72540
2021-03-16,Chile,46380
2021-03-16,Colombia,41720
2021-03-16,Costa Rica,1927
2021-03-16,Czechia,230382
2021-03-16,Denmark,179905
2021-03-16,Estonia,8654
2021-03-16,Finland,29233
2021-03-16,France,448929
2021-03-16,Germany,0
2021-03-16,Greece,12459
2021-03-16,Hungary,18126
2021-03-16,Iceland,608
2021-03-16,Ireland,11392
2021-03-16,Israel,75458
2021-03-16,Italy,478243
2021-03-16,Japan,47776
2021-03-16,Latvia,16419
2021-03-16,Lithuania,8584
2021-03-16,Luxembourg,11328
2021-03-16,Mexico,26340
2021-03-16,Netherlands,0
2021-03-16,New Zealand,0
2021-03-16,Norway,30926
2021-03-16,Poland,127160
2021-03-16,Portugal,41394
2021-03-16,Slovakia,206405
2021-03-16,Slovenia,5989
2021-03-16,South Korea,0
2021-03-16,Spain,0
2021-03-16,Sweden,44584
2021-03-16,Switzerland,37646
2021-03-16,Taiwan,652
2021-03-16,Turkey,158386
2021-03-16,United Kingdom,1319784
2021-03-16,United States,1493264
