tDate,Country,NumberOfTest
2021-04-22,Australia,37186
2021-04-22,Austria,307961
2021-04-22,Belgium,47528
2021-04-22,Canada,137021
2021-04-22,Chile,66267
2021-04-22,Colombia,81926
2021-04-22,Costa Rica,6600
2021-04-22,Czechia,231297
2021-04-22,Denmark,224472
2021-04-22,Estonia,5307
2021-04-22,Finland,20508
2021-04-22,France,331139
2021-04-22,Germany,0
2021-04-22,Greece,63048
2021-04-22,Hungary,26406
2021-04-22,Iceland,1051
2021-04-22,Ireland,18095
2021-04-22,Israel,35039
2021-04-22,Italy,475909
2021-04-22,Japan,94257
2021-04-22,Latvia,17164
2021-04-22,Lithuania,20532
2021-04-22,Luxembourg,7527
2021-04-22,Mexico,19944
2021-04-22,Netherlands,0
2021-04-22,New Zealand,5174
2021-04-22,Norway,19588
2021-04-22,Poland,142966
2021-04-22,Portugal,98063
2021-04-22,Slovakia,162260
2021-04-22,Slovenia,5372
2021-04-22,South Korea,39983
2021-04-22,Spain,0
2021-04-22,Sweden,46636
2021-04-22,Switzerland,33420
2021-04-22,Taiwan,670
2021-04-22,Turkey,312109
2021-04-22,United Kingdom,1111876
2021-04-22,United States,1487008
