tDate,Country,NumberOfTest
2020-03-11,Belgium,1108
2020-03-11,Canada,0
2020-03-11,Costa Rica,9
2020-03-11,Denmark,882
2020-03-11,Estonia,77
2020-03-11,Finland,163
2020-03-11,Greece,0
2020-03-11,Hungary,78
2020-03-11,Iceland,149
2020-03-11,Israel,401
2020-03-11,Italy,12393
2020-03-11,Japan,181
2020-03-11,Latvia,47
2020-03-11,Luxembourg,34
2020-03-11,Mexico,317
2020-03-11,New Zealand,83
2020-03-11,Poland,394
2020-03-11,Portugal,580
2020-03-11,Slovakia,97
2020-03-11,Slovenia,749
2020-03-11,South Korea,12251
2020-03-11,Taiwan,445
2020-03-11,United States,4693
