Date,Country,NumberOfTest
2021-09-29,Australia,210417
2021-09-29,Austria,359097
2021-09-29,Belgium,50334
2021-09-29,Canada,90685
2021-09-29,Chile,46433
2021-09-29,Colombia,44394
2021-09-29,Costa Rica,1568
2021-09-29,Czechia,72524
2021-09-29,Denmark,38243
2021-09-29,Estonia,6173
2021-09-29,Finland,13053
2021-09-29,France,435539
2021-09-29,Greece,198080
2021-09-29,Hungary,13033
2021-09-29,Iceland,1697
2021-09-29,Ireland,24224
2021-09-29,Israel,106432
2021-09-29,Italy,354404
2021-09-29,Japan,84946
2021-09-29,Lithuania,25022
2021-09-29,Luxembourg,2541
2021-09-29,Mexico,21289
2021-09-29,New Zealand,15437
2021-09-29,Norway,13246
2021-09-29,Poland,84983
2021-09-29,Portugal,62300
2021-09-29,Slovakia,34267
2021-09-29,Slovenia,5753
2021-09-29,South Korea,57464
2021-09-29,Spain,0
2021-09-29,Switzerland,36393
2021-09-29,Taiwan,24104
2021-09-29,Turkey,355442
2021-09-29,United Kingdom,1109355
2021-09-29,United States,1523676
