tDate,Country,NumberOfTest
2021-06-09,Australia,73284
2021-06-09,Austria,443161
2021-06-09,Belgium,44400
2021-06-09,Canada,58620
2021-06-09,Chile,38446
2021-06-09,Colombia,109217
2021-06-09,Costa Rica,7836
2021-06-09,Czechia,172306
2021-06-09,Denmark,109294
2021-06-09,Estonia,3493
2021-06-09,Finland,13174
2021-06-09,France,278785
2021-06-09,Greece,0
2021-06-09,Hungary,13560
2021-06-09,Israel,18075
2021-06-09,Italy,280275
2021-06-09,Japan,63215
2021-06-09,Latvia,12810
2021-06-09,Lithuania,21178
2021-06-09,Luxembourg,7094
2021-06-09,Mexico,13950
2021-06-09,New Zealand,3726
2021-06-09,Norway,17188
2021-06-09,Poland,221182
2021-06-09,Portugal,51203
2021-06-09,Slovakia,46439
2021-06-09,Slovenia,3031
2021-06-09,South Korea,44035
2021-06-09,Spain,0
2021-06-09,Switzerland,22420
2021-06-09,Taiwan,31914
2021-06-09,Turkey,224193
2021-06-09,United Kingdom,1085999
2021-06-09,United States,632290
