Date,Country,NumberOfTest
2021-03-28,Australia,0
2021-03-28,Austria,261036
2021-03-28,Belgium,28531
2021-03-28,Canada,124221
2021-03-28,Chile,78444
2021-03-28,Colombia,44339
2021-03-28,Costa Rica,3965
2021-03-28,Czechia,50627
2021-03-28,Denmark,123458
2021-03-28,Estonia,3328
2021-03-28,Finland,10351
2021-03-28,France,63358
2021-03-28,Germany,0
2021-03-28,Greece,21278
2021-03-28,Hungary,29301
2021-03-28,Iceland,977
2021-03-28,Ireland,19619
2021-03-28,Israel,11487
2021-03-28,Italy,363366
2021-03-28,Japan,18887
2021-03-28,Latvia,4591
2021-03-28,Lithuania,5590
2021-03-28,Luxembourg,488
2021-03-28,Mexico,5202
2021-03-28,Netherlands,0
2021-03-28,New Zealand,4322
2021-03-28,Norway,14114
2021-03-28,Poland,172527
2021-03-28,Portugal,10845
2021-03-28,Slovakia,382898
2021-03-28,Slovenia,1774
2021-03-28,South Korea,19597
2021-03-28,Spain,0
2021-03-28,Sweden,48560
2021-03-28,Switzerland,15019
2021-03-28,Taiwan,164
2021-03-28,Turkey,220109
2021-03-28,United Kingdom,1641942
2021-03-28,United States,621686
