tDate,Country,NumberOfTest
2022-04-12,Australia,67847632
2022-04-12,Austria,179667360
2022-04-12,Belgium,33284221
2022-04-12,Canada,60083036
2022-04-12,Chile,35949925
2022-04-12,Colombia,34120654
2022-04-12,Czechia,54049914
2022-04-12,Denmark,66852397
2022-04-12,Estonia,3302646
2022-04-12,Finland,10591036
2022-04-12,France,264510449
2022-04-12,Greece,0
2022-04-12,Hungary,10774184
2022-04-12,Ireland,11944012
2022-04-12,Israel,49208624
2022-04-12,Italy,207155729
2022-04-12,Japan,43180632
2022-04-12,Latvia,7057565
2022-04-12,Lithuania,8560532
2022-04-12,Luxembourg,4195400
2022-04-12,Mexico,15021950
2022-04-12,Netherlands,30502136
2022-04-12,New Zealand,0
2022-04-12,Norway,11051222
2022-04-12,Portugal,40582498
2022-04-12,Slovakia,50773549
2022-04-12,Slovenia,4948296
2022-04-12,South Korea,91325287
2022-04-12,Spain,89294841
2022-04-12,Taiwan,7523132
2022-04-12,Turkey,156620712
2022-04-12,United Kingdom,492520273
2022-04-12,United States,860024452
