Date,Country,NumberOfTest
2020-03-30,Australia,0
2020-03-30,Belgium,4101
2020-03-30,Canada,27393
2020-03-30,Costa Rica,263
2020-03-30,Denmark,3218
2020-03-30,Estonia,1194
2020-03-30,Finland,1084
2020-03-30,Germany,0
2020-03-30,Greece,810
2020-03-30,Hungary,1153
2020-03-30,Iceland,1420
2020-03-30,Ireland,1397
2020-03-30,Israel,7100
2020-03-30,Italy,23329
2020-03-30,Japan,3481
2020-03-30,Latvia,502
2020-03-30,Lithuania,1675
2020-03-30,Luxembourg,1075
2020-03-30,Mexico,1678
2020-03-30,Netherlands,0
2020-03-30,New Zealand,1959
2020-03-30,Poland,3824
2020-03-30,Portugal,7986
2020-03-30,Slovakia,688
2020-03-30,Slovenia,1125
2020-03-30,South Korea,0
2020-03-30,Taiwan,1023
2020-03-30,Turkey,11535
2020-03-30,United States,123596
