Date,Country,NumberOfTest
2021-02-15,Australia,63576
2021-02-15,Austria,157018
2021-02-15,Belgium,38663
2021-02-15,Canada,98615
2021-02-15,Chile,50614
2021-02-15,Colombia,40135
2021-02-15,Costa Rica,1564
2021-02-15,Czechia,92652
2021-02-15,Denmark,130691
2021-02-15,Estonia,5759
2021-02-15,Finland,15195
2021-02-15,France,420200
2021-02-15,Germany,0
2021-02-15,Greece,13304
2021-02-15,Hungary,11270
2021-02-15,Iceland,706
2021-02-15,Ireland,11452
2021-02-15,Israel,70971
2021-02-15,Italy,237804
2021-02-15,Japan,58421
2021-02-15,Latvia,3186
2021-02-15,Lithuania,7396
2021-02-15,Luxembourg,9391
2021-02-15,Mexico,29763
2021-02-15,Netherlands,0
2021-02-15,New Zealand,3133
2021-02-15,Norway,22247
2021-02-15,Poland,44916
2021-02-15,Portugal,33135
2021-02-15,Slovakia,281102
2021-02-15,Slovenia,4414
2021-02-15,South Korea,20828
2021-02-15,Spain,0
2021-02-15,Sweden,32580
2021-02-15,Switzerland,30817
2021-02-15,Taiwan,325
2021-02-15,Turkey,116452
2021-02-15,United Kingdom,457144
2021-02-15,United States,797485
