Date,Country,NumberOfTest
2021-03-26,Australia,0
2021-03-26,Austria,485632
2021-03-26,Belgium,78630
2021-03-26,Canada,132838
2021-03-26,Chile,77308
2021-03-26,Colombia,46488
2021-03-26,Costa Rica,3943
2021-03-26,Czechia,180716
2021-03-26,Denmark,175053
2021-03-26,Estonia,7770
2021-03-26,Finland,21311
2021-03-26,France,635140
2021-03-26,Germany,0
2021-03-26,Greece,11542
2021-03-26,Hungary,40293
2021-03-26,Iceland,3016
2021-03-26,Ireland,18491
2021-03-26,Israel,48661
2021-03-26,Italy,466062
2021-03-26,Japan,67296
2021-03-26,Latvia,17881
2021-03-26,Lithuania,13488
2021-03-26,Luxembourg,12055
2021-03-26,Mexico,20995
2021-03-26,Netherlands,0
2021-03-26,New Zealand,7120
2021-03-26,Norway,33014
2021-03-26,Poland,214330
2021-03-26,Portugal,30147
2021-03-26,Slovakia,390270
2021-03-26,Slovenia,6767
2021-03-26,South Korea,53118
2021-03-26,Spain,0
2021-03-26,Sweden,48560
2021-03-26,Switzerland,44281
2021-03-26,Taiwan,628
2021-03-26,Turkey,220985
2021-03-26,United Kingdom,722814
2021-03-26,United States,1369863
