tDate,Country,NumberOfTest
2022-02-28,Australia,58369
2022-02-28,Austria,161121
2022-02-28,Belgium,36852
2022-02-28,Canada,108260
2022-02-28,Chile,77857
2022-02-28,Colombia,28364
2022-02-28,Costa Rica,6500
2022-02-28,Czechia,57075
2022-02-28,Denmark,80913
2022-02-28,Estonia,8583
2022-02-28,Finland,13316
2022-02-28,France,393050
2022-02-28,Greece,101065
2022-02-28,Hungary,51074
2022-02-28,Iceland,6280
2022-02-28,Ireland,9192
2022-02-28,Israel,71278
2022-02-28,Italy,198513
2022-02-28,Japan,197110
2022-02-28,Latvia,7649
2022-02-28,Lithuania,13128
2022-02-28,Luxembourg,2547
2022-02-28,Mexico,12683
2022-02-28,Netherlands,63092
2022-02-28,New Zealand,22743
2022-02-28,Norway,22602
2022-02-28,Poland,40518
2022-02-28,Portugal,84172
2022-02-28,Slovakia,56519
2022-02-28,Slovenia,17530
2022-02-28,South Korea,343029
2022-02-28,Spain,109212
2022-02-28,Switzerland,48871
2022-02-28,Taiwan,19723
2022-02-28,Turkey,410435
2022-02-28,United Kingdom,732593
2022-02-28,United States,848973
