Date,Country,NumberOfTest
2020-06-17,Australia,27770
2020-06-17,Austria,7915
2020-06-17,Belgium,15312
2020-06-17,Canada,74414
2020-06-17,Chile,12636
2020-06-17,Colombia,15167
2020-06-17,Costa Rica,451
2020-06-17,Denmark,19224
2020-06-17,Estonia,1500
2020-06-17,Finland,2730
2020-06-17,France,40177
2020-06-17,Germany,0
2020-06-17,Greece,5194
2020-06-17,Hungary,5311
2020-06-17,Iceland,68
2020-06-17,Ireland,3420
2020-06-17,Israel,16024
2020-06-17,Italy,111658
2020-06-17,Japan,1348
2020-06-17,Latvia,1810
2020-06-17,Lithuania,5138
2020-06-17,Luxembourg,6241
2020-06-17,Mexico,12236
2020-06-17,Netherlands,0
2020-06-17,New Zealand,4832
2020-06-17,Norway,4985
2020-06-17,Poland,48948
2020-06-17,Portugal,15067
2020-06-17,Slovakia,787
2020-06-17,Slovenia,952
2020-06-17,South Korea,14199
2020-06-17,Spain,0
2020-06-17,Switzerland,9523
2020-06-17,Taiwan,146
2020-06-17,Turkey,52901
2020-06-17,United Kingdom,86438
2020-06-17,United States,705521
