tDate,Country,NumberOfTest
2020-04-13,Australia,8195
2020-04-13,Austria,3535
2020-04-13,Belgium,6698
2020-04-13,Canada,26704
2020-04-13,Chile,2764
2020-04-13,Costa Rica,106
2020-04-13,Denmark,2129
2020-04-13,Estonia,1705
2020-04-13,Finland,920
2020-04-13,Germany,0
2020-04-13,Greece,1170
2020-04-13,Hungary,1287
2020-04-13,Iceland,851
2020-04-13,Ireland,8427
2020-04-13,Israel,10950
2020-04-13,Italy,36717
2020-04-13,Japan,9252
2020-04-13,Latvia,562
2020-04-13,Lithuania,754
2020-04-13,Luxembourg,82
2020-04-13,Mexico,2860
2020-04-13,Netherlands,0
2020-04-13,New Zealand,1482
2020-04-13,Norway,1318
2020-04-13,Poland,5623
2020-04-13,Portugal,8944
2020-04-13,Slovakia,1302
2020-04-13,Slovenia,541
2020-04-13,South Korea,4519
2020-04-13,Spain,0
2020-04-13,Taiwan,1340
2020-04-13,Turkey,34456
2020-04-13,United Kingdom,14567
2020-04-13,United States,114189
