Date,Country,NumberOfTest
2020-10-17,Australia,0
2020-10-17,Austria,25109
2020-10-17,Belgium,61899
2020-10-17,Canada,165172
2020-10-17,Chile,36614
2020-10-17,Colombia,43801
2020-10-17,Costa Rica,2666
2020-10-17,Czechia,29279
2020-10-17,Denmark,27152
2020-10-17,Estonia,1395
2020-10-17,Finland,11610
2020-10-17,France,137636
2020-10-17,Germany,0
2020-10-17,Greece,21129
2020-10-17,Hungary,12971
2020-10-17,Iceland,1286
2020-10-17,Ireland,19040
2020-10-17,Israel,14994
2020-10-17,Italy,269163
2020-10-17,Japan,9896
2020-10-17,Latvia,5332
2020-10-17,Lithuania,5268
2020-10-17,Luxembourg,8621
2020-10-17,Mexico,6982
2020-10-17,Netherlands,0
2020-10-17,New Zealand,3390
2020-10-17,Norway,5974
2020-10-17,Poland,96593
2020-10-17,Portugal,23723
2020-10-17,Slovakia,10858
2020-10-17,Slovenia,3765
2020-10-17,South Korea,9138
2020-10-17,Spain,0
2020-10-17,Sweden,21564
2020-10-17,Switzerland,16073
2020-10-17,Taiwan,132
2020-10-17,Turkey,112131
2020-10-17,United Kingdom,308416
2020-10-17,United States,1115961
