tDate,Country,NumberOfTest
2021-12-17,Australia,0
2021-12-17,Austria,428824
2021-12-17,Belgium,83908
2021-12-17,Canada,143542
2021-12-17,Chile,70021
2021-12-17,Colombia,55331
2021-12-17,Czechia,100400
2021-12-17,Denmark,233428
2021-12-17,Estonia,6414
2021-12-17,Finland,25969
2021-12-17,France,1025673
2021-12-17,Greece,451241
2021-12-17,Hungary,28070
2021-12-17,Iceland,2351
2021-12-17,Ireland,34247
2021-12-17,Israel,102506
2021-12-17,Italy,765492
2021-12-17,Japan,59688
2021-12-17,Lithuania,18562
2021-12-17,Luxembourg,6023
2021-12-17,Mexico,7491
2021-12-17,Netherlands,49722
2021-12-17,New Zealand,22895
2021-12-17,Norway,32222
2021-12-17,Poland,200403
2021-12-17,Portugal,227284
2021-12-17,Slovakia,43498
2021-12-17,Slovenia,4479
2021-12-17,Sweden,56966
2021-12-17,Switzerland,72073
2021-12-17,Taiwan,19312
2021-12-17,Turkey,354857
2021-12-17,United Kingdom,1565426
2021-12-17,United States,897385
