Date,Country,NumberOfTest
2021-10-28,Australia,191842
2021-10-28,Austria,451995
2021-10-28,Belgium,97208
2021-10-28,Canada,111677
2021-10-28,Chile,71016
2021-10-28,Colombia,43207
2021-10-28,Costa Rica,2066
2021-10-28,Czechia,73721
2021-10-28,Denmark,111756
2021-10-28,Estonia,7654
2021-10-28,Finland,13186
2021-10-28,France,287213
2021-10-28,Germany,0
2021-10-28,Greece,193128
2021-10-28,Hungary,27744
2021-10-28,Iceland,1986
2021-10-28,Ireland,25173
2021-10-28,Israel,76848
2021-10-28,Italy,631170
2021-10-28,Japan,56028
2021-10-28,Latvia,24032
2021-10-28,Lithuania,26694
2021-10-28,Luxembourg,4013
2021-10-28,Mexico,17673
2021-10-28,Netherlands,0
2021-10-28,New Zealand,25893
2021-10-28,Norway,13229
2021-10-28,Poland,117300
2021-10-28,Portugal,34869
2021-10-28,Slovakia,48654
2021-10-28,Slovenia,6791
2021-10-28,South Korea,49876
2021-10-28,Spain,0
2021-10-28,Sweden,17969
2021-10-28,Switzerland,29222
2021-10-28,Taiwan,15459
2021-10-28,Turkey,354580
2021-10-28,United Kingdom,871263
2021-10-28,United States,1527997
