tDate,Country,NumberOfTest
2020-03-29,Australia,0
2020-03-29,Belgium,2419
2020-03-29,Canada,38429
2020-03-29,Costa Rica,222
2020-03-29,Denmark,1301
2020-03-29,Estonia,871
2020-03-29,Finland,587
2020-03-29,Germany,0
2020-03-29,Greece,788
2020-03-29,Hungary,1845
2020-03-29,Iceland,1000
2020-03-29,Ireland,1616
2020-03-29,Israel,7566
2020-03-29,Italy,24504
2020-03-29,Japan,206
2020-03-29,Latvia,1057
2020-03-29,Lithuania,1007
2020-03-29,Luxembourg,273
2020-03-29,Mexico,772
2020-03-29,Netherlands,0
2020-03-29,New Zealand,982
2020-03-29,Poland,4109
2020-03-29,Portugal,5032
2020-03-29,Slovakia,401
2020-03-29,Slovenia,597
2020-03-29,South Korea,0
2020-03-29,Taiwan,835
2020-03-29,Turkey,9982
2020-03-29,United States,110159
