Date,Country,NumberOfTest
2020-11-28,Australia,0
2020-11-28,Austria,40205
2020-11-28,Belgium,25778
2020-11-28,Canada,215269
2020-11-28,Chile,39462
2020-11-28,Colombia,55304
2020-11-28,Costa Rica,3128
2020-11-28,Czechia,20906
2020-11-28,Denmark,56611
2020-11-28,Estonia,5304
2020-11-28,Finland,16298
2020-11-28,France,99512
2020-11-28,Germany,0
2020-11-28,Greece,29454
2020-11-28,Hungary,21562
2020-11-28,Iceland,575
2020-11-28,Ireland,11339
2020-11-28,Israel,17528
2020-11-28,Italy,338779
2020-11-28,Japan,22307
2020-11-28,Latvia,7645
2020-11-28,Lithuania,9958
2020-11-28,Luxembourg,10452
2020-11-28,Mexico,11053
2020-11-28,Netherlands,0
2020-11-28,New Zealand,6889
2020-11-28,Norway,7030
2020-11-28,Poland,83083
2020-11-28,Portugal,31744
2020-11-28,Slovakia,7780
2020-11-28,Slovenia,3644
2020-11-28,South Korea,20270
2020-11-28,Spain,0
2020-11-28,Sweden,40350
2020-11-28,Switzerland,15770
2020-11-28,Taiwan,479
2020-11-28,Turkey,174443
2020-11-28,United Kingdom,311126
2020-11-28,United States,1346690
