Date,Country,NumberOfTest
2020-03-06,Belgium,1119
2020-03-06,Canada,296
2020-03-06,Costa Rica,2
2020-03-06,Denmark,127
2020-03-06,Estonia,72
2020-03-06,Finland,105
2020-03-06,Greece,0
2020-03-06,Hungary,39
2020-03-06,Iceland,57
2020-03-06,Israel,274
2020-03-06,Italy,3997
2020-03-06,Japan,553
2020-03-06,Latvia,32
2020-03-06,Luxembourg,6
2020-03-06,Mexico,172
2020-03-06,New Zealand,66
2020-03-06,Poland,0
2020-03-06,Portugal,81
2020-03-06,Slovakia,378
2020-03-06,Slovenia,278
2020-03-06,South Korea,18199
2020-03-06,Taiwan,381
2020-03-06,United States,1485
