tDate,Country,NumberOfTest
2021-06-05,Australia,0
2021-06-05,Austria,748649
2021-06-05,Belgium,38343
2021-06-05,Canada,58250
2021-06-05,Chile,77869
2021-06-05,Colombia,98348
2021-06-05,Costa Rica,7661
2021-06-05,Czechia,49057
2021-06-05,Denmark,78635
2021-06-05,Estonia,2818
2021-06-05,Finland,9211
2021-06-05,France,211139
2021-06-05,Germany,0
2021-06-05,Greece,49808
2021-06-05,Hungary,12572
2021-06-05,Israel,7621
2021-06-05,Italy,306103
2021-06-05,Japan,54184
2021-06-05,Latvia,9367
2021-06-05,Lithuania,10639
2021-06-05,Luxembourg,5760
2021-06-05,Mexico,5597
2021-06-05,Netherlands,0
2021-06-05,New Zealand,0
2021-06-05,Norway,7922
2021-06-05,Poland,99410
2021-06-05,Portugal,47641
2021-06-05,Slovakia,70523
2021-06-05,Slovenia,2257
2021-06-05,South Korea,31310
2021-06-05,Spain,0
2021-06-05,Sweden,27113
2021-06-05,Switzerland,16234
2021-06-05,Taiwan,18377
2021-06-05,Turkey,216156
2021-06-05,United Kingdom,488842
2021-06-05,United States,602869
