Date,Country,NumberOfTest
2021-06-13,Australia,0
2021-06-13,Austria,420545
2021-06-13,Belgium,18412
2021-06-13,Canada,8252
2021-06-13,Chile,80575
2021-06-13,Colombia,91746
2021-06-13,Costa Rica,5792
2021-06-13,Czechia,47236
2021-06-13,Denmark,80467
2021-06-13,Estonia,2421
2021-06-13,Finland,6395
2021-06-13,France,46042
2021-06-13,Germany,0
2021-06-13,Greece,20514
2021-06-13,Hungary,0
2021-06-13,Israel,21017
2021-06-13,Italy,174718
2021-06-13,Japan,25059
2021-06-13,Latvia,6466
2021-06-13,Lithuania,4478
2021-06-13,Luxembourg,367
2021-06-13,Mexico,3752
2021-06-13,Netherlands,0
2021-06-13,New Zealand,0
2021-06-13,Norway,8076
2021-06-13,Poland,96049
2021-06-13,Portugal,18566
2021-06-13,Slovakia,50223
2021-06-13,Slovenia,1023
2021-06-13,South Korea,10055
2021-06-13,Sweden,22353
2021-06-13,Switzerland,7475
2021-06-13,Taiwan,15888
2021-06-13,Turkey,214957
2021-06-13,United Kingdom,1052222
2021-06-13,United States,252785
