Date,Country,NumberOfTest
2020-05-05,Australia,14542
2020-05-05,Austria,6812
2020-05-05,Belgium,21521
2020-05-05,Canada,51731
2020-05-05,Chile,7964
2020-05-05,Costa Rica,73
2020-05-05,Denmark,16018
2020-05-05,Estonia,1770
2020-05-05,Finland,3771
2020-05-05,Germany,0
2020-05-05,Greece,2799
2020-05-05,Hungary,1599
2020-05-05,Iceland,318
2020-05-05,Ireland,7512
2020-05-05,Israel,8959
2020-05-05,Italy,87474
2020-05-05,Japan,1569
2020-05-05,Latvia,686
2020-05-05,Lithuania,6384
2020-05-05,Luxembourg,1276
2020-05-05,Mexico,5221
2020-05-05,Netherlands,0
2020-05-05,New Zealand,6864
2020-05-05,Norway,4316
2020-05-05,Poland,20108
2020-05-05,Portugal,16157
2020-05-05,Slovakia,4742
2020-05-05,Slovenia,1449
2020-05-05,South Korea,5634
2020-05-05,Spain,0
2020-05-05,Taiwan,632
2020-05-05,Turkey,33283
2020-05-05,United Kingdom,66919
2020-05-05,United States,319157
