tDate,Country,NumberOfTest
2021-05-13,Australia,55232
2021-05-13,Austria,415694
2021-05-13,Belgium,29696
2021-05-13,Canada,129090
2021-05-13,Chile,60976
2021-05-13,Colombia,72705
2021-05-13,Costa Rica,8121
2021-05-13,Czechia,251490
2021-05-13,Denmark,178538
2021-05-13,Estonia,5109
2021-05-13,Finland,17403
2021-05-13,France,78615
2021-05-13,Germany,0
2021-05-13,Greece,62315
2021-05-13,Hungary,27818
2021-05-13,Iceland,913
2021-05-13,Ireland,19728
2021-05-13,Israel,21744
2021-05-13,Italy,383004
2021-05-13,Japan,122502
2021-05-13,Latvia,16417
2021-05-13,Lithuania,26898
2021-05-13,Luxembourg,1053
2021-05-13,Mexico,14566
2021-05-13,Netherlands,0
2021-05-13,New Zealand,4902
2021-05-13,Norway,11931
2021-05-13,Poland,113883
2021-05-13,Portugal,40249
2021-05-13,Slovakia,93958
2021-05-13,Slovenia,3962
2021-05-13,South Korea,36376
2021-05-13,Spain,0
2021-05-13,Sweden,41424
2021-05-13,Switzerland,16638
2021-05-13,Taiwan,3893
2021-05-13,Turkey,201295
2021-05-13,United Kingdom,982881
2021-05-13,United States,1185210
