tDate,Country,NumberOfTest
2020-05-07,Australia,33893
2020-05-07,Austria,5640
2020-05-07,Belgium,22031
2020-05-07,Canada,59613
2020-05-07,Chile,12118
2020-05-07,Costa Rica,274
2020-05-07,Denmark,14414
2020-05-07,Estonia,1512
2020-05-07,Finland,3832
2020-05-07,Germany,0
2020-05-07,Greece,2991
2020-05-07,Hungary,5301
2020-05-07,Iceland,462
2020-05-07,Ireland,5703
2020-05-07,Israel,10119
2020-05-07,Italy,84024
2020-05-07,Japan,13005
2020-05-07,Latvia,2442
2020-05-07,Lithuania,8161
2020-05-07,Luxembourg,1317
2020-05-07,Mexico,5946
2020-05-07,Netherlands,0
2020-05-07,New Zealand,7814
2020-05-07,Norway,3753
2020-05-07,Poland,29908
2020-05-07,Portugal,16033
2020-05-07,Slovakia,4694
2020-05-07,Slovenia,1049
2020-05-07,South Korea,5873
2020-05-07,Spain,0
2020-05-07,Taiwan,417
2020-05-07,Turkey,30395
2020-05-07,United Kingdom,77466
2020-05-07,United States,361978
