tDate,Country,NumberOfTest
2020-05-30,Australia,30916
2020-05-30,Austria,7841
2020-05-30,Belgium,9729
2020-05-30,Canada,78144
2020-05-30,Chile,16814
2020-05-30,Costa Rica,467
2020-05-30,Denmark,7181
2020-05-30,Estonia,832
2020-05-30,Finland,1945
2020-05-30,France,20329
2020-05-30,Germany,0
2020-05-30,Greece,3472
2020-05-30,Hungary,3410
2020-05-30,Iceland,97
2020-05-30,Ireland,3423
2020-05-30,Israel,1059
2020-05-30,Italy,105393
2020-05-30,Japan,2652
2020-05-30,Latvia,1243
2020-05-30,Lithuania,4609
2020-05-30,Luxembourg,2016
2020-05-30,Mexico,5381
2020-05-30,Netherlands,0
2020-05-30,New Zealand,769
2020-05-30,Norway,812
2020-05-30,Poland,48948
2020-05-30,Portugal,12650
2020-05-30,Slovakia,1606
2020-05-30,Slovenia,264
2020-05-30,South Korea,16040
2020-05-30,Spain,0
2020-05-30,Switzerland,2585
2020-05-30,Taiwan,174
2020-05-30,Turkey,39230
2020-05-30,United Kingdom,96995
2020-05-30,United States,452991
