Date,Country,NumberOfTest
2021-06-22,Australia,59135
2021-06-22,Austria,705626
2021-06-22,Belgium,46222
2021-06-22,Canada,43848
2021-06-22,Chile,38613
2021-06-22,Colombia,110780
2021-06-22,Costa Rica,8157
2021-06-22,Czechia,146649
2021-06-22,Denmark,70902
2021-06-22,Estonia,3014
2021-06-22,Finland,13066
2021-06-22,France,256680
2021-06-22,Greece,22359
2021-06-22,Hungary,4318
2021-06-22,Israel,45838
2021-06-22,Italy,241457
2021-06-22,Japan,52614
2021-06-22,Latvia,8333
2021-06-22,Lithuania,9938
2021-06-22,Luxembourg,8855
2021-06-22,Mexico,18787
2021-06-22,New Zealand,2858
2021-06-22,Norway,16288
2021-06-22,Poland,129006
2021-06-22,Portugal,63258
2021-06-22,Slovakia,38026
2021-06-22,Slovenia,2054
2021-06-22,South Korea,35302
2021-06-22,Switzerland,18204
2021-06-22,Taiwan,35302
2021-06-22,Turkey,223238
2021-06-22,United Kingdom,821585
2021-06-22,United States,602218
