Date,Country,NumberOfTest
2020-10-02,Australia,0
2020-10-02,Austria,21839
2020-10-02,Belgium,41778
2020-10-02,Canada,169119
2020-10-02,Chile,38674
2020-10-02,Colombia,42138
2020-10-02,Costa Rica,2552
2020-10-02,Czechia,23639
2020-10-02,Denmark,43183
2020-10-02,Estonia,3709
2020-10-02,Finland,12512
2020-10-02,France,205973
2020-10-02,Germany,0
2020-10-02,Greece,10518
2020-10-02,Hungary,12394
2020-10-02,Iceland,1456
2020-10-02,Ireland,12673
2020-10-02,Israel,62164
2020-10-02,Italy,192030
2020-10-02,Japan,21860
2020-10-02,Latvia,3914
2020-10-02,Lithuania,7257
2020-10-02,Luxembourg,6417
2020-10-02,Mexico,13421
2020-10-02,Netherlands,0
2020-10-02,New Zealand,6359
2020-10-02,Norway,13200
2020-10-02,Poland,55224
2020-10-02,Portugal,24698
2020-10-02,Slovakia,9492
2020-10-02,Slovenia,2893
2020-10-02,South Korea,5376
2020-10-02,Spain,0
2020-10-02,Sweden,18580
2020-10-02,Switzerland,11183
2020-10-02,Taiwan,392
2020-10-02,Turkey,114857
2020-10-02,United Kingdom,269820
2020-10-02,United States,1191769
