Date,Country,NumberOfTest
2021-06-26,Australia,0
2021-06-26,Austria,417608
2021-06-26,Belgium,38954
2021-06-26,Canada,42381
2021-06-26,Chile,67619
2021-06-26,Colombia,110440
2021-06-26,Costa Rica,8902
2021-06-26,Czechia,51475
2021-06-26,Denmark,52419
2021-06-26,Estonia,2509
2021-06-26,Finland,4741
2021-06-26,France,207671
2021-06-26,Germany,0
2021-06-26,Greece,36953
2021-06-26,Hungary,0
2021-06-26,Israel,33054
2021-06-26,Italy,278523
2021-06-26,Japan,43145
2021-06-26,Latvia,5332
2021-06-26,Lithuania,6368
2021-06-26,Luxembourg,4965
2021-06-26,Mexico,7841
2021-06-26,Netherlands,0
2021-06-26,New Zealand,8595
2021-06-26,Norway,7772
2021-06-26,Poland,86039
2021-06-26,Portugal,52324
2021-06-26,Slovakia,38527
2021-06-26,Slovenia,857
2021-06-26,South Korea,36586
2021-06-26,Sweden,15173
2021-06-26,Switzerland,16419
2021-06-26,Taiwan,19922
2021-06-26,Turkey,222561
2021-06-26,United Kingdom,622246
2021-06-26,United States,400183
