tDate,Country,NumberOfTest
2021-01-13,Australia,69775
2021-01-13,Austria,124267
2021-01-13,Belgium,56973
2021-01-13,Canada,200887
2021-01-13,Chile,41460
2021-01-13,Colombia,58108
2021-01-13,Costa Rica,2765
2021-01-13,Czechia,60543
2021-01-13,Denmark,78860
2021-01-13,Estonia,5967
2021-01-13,Finland,12971
2021-01-13,France,312625
2021-01-13,Germany,0
2021-01-13,Greece,34980
2021-01-13,Hungary,18550
2021-01-13,Iceland,906
2021-01-13,Ireland,24583
2021-01-13,Israel,122324
2021-01-13,Italy,245055
2021-01-13,Japan,81255
2021-01-13,Latvia,12293
2021-01-13,Lithuania,11558
2021-01-13,Luxembourg,8875
2021-01-13,Mexico,45527
2021-01-13,Netherlands,0
2021-01-13,New Zealand,0
2021-01-13,Norway,22262
2021-01-13,Poland,147284
2021-01-13,Portugal,58861
2021-01-13,Slovakia,77687
2021-01-13,Slovenia,5637
2021-01-13,South Korea,62083
2021-01-13,Spain,0
2021-01-13,Sweden,29567
2021-01-13,Switzerland,24511
2021-01-13,Taiwan,760
2021-01-13,Turkey,173603
2021-01-13,United Kingdom,628556
2021-01-13,United States,2097019
