tDate,Country,NumberOfTest
2021-02-07,Australia,0
2021-02-07,Austria,212647
2021-02-07,Belgium,19066
2021-02-07,Canada,122198
2021-02-07,Chile,54943
2021-02-07,Colombia,37903
2021-02-07,Costa Rica,2822
2021-02-07,Czechia,24559
2021-02-07,Denmark,78960
2021-02-07,Estonia,3102
2021-02-07,Finland,9135
2021-02-07,France,43371
2021-02-07,Germany,0
2021-02-07,Greece,21997
2021-02-07,Hungary,19024
2021-02-07,Iceland,315
2021-02-07,Ireland,15377
2021-02-07,Israel,54011
2021-02-07,Italy,282400
2021-02-07,Japan,18191
2021-02-07,Latvia,5152
2021-02-07,Lithuania,2784
2021-02-07,Luxembourg,616
2021-02-07,Mexico,6086
2021-02-07,Netherlands,0
2021-02-07,New Zealand,0
2021-02-07,Norway,6886
2021-02-07,Poland,62358
2021-02-07,Portugal,15085
2021-02-07,Slovakia,477771
2021-02-07,Slovenia,1565
2021-02-07,South Korea,0
2021-02-07,Spain,0
2021-02-07,Sweden,29034
2021-02-07,Switzerland,10859
2021-02-07,Taiwan,793
2021-02-07,Turkey,129715
2021-02-07,United Kingdom,584933
2021-02-07,United States,828223
