tDate,Country,NumberOfTest
2021-01-01,Australia,0
2021-01-01,Austria,20462
2021-01-01,Belgium,11934
2021-01-01,Canada,172316
2021-01-01,Chile,50583
2021-01-01,Colombia,38942
2021-01-01,Costa Rica,3252
2021-01-01,Czechia,11635
2021-01-01,Denmark,32021
2021-01-01,Estonia,2342
2021-01-01,Finland,6829
2021-01-01,France,33219
2021-01-01,Germany,0
2021-01-01,Greece,28639
2021-01-01,Hungary,18128
2021-01-01,Iceland,42
2021-01-01,Ireland,27389
2021-01-01,Israel,101216
2021-01-01,Italy,227534
2021-01-01,Japan,25072
2021-01-01,Latvia,3960
2021-01-01,Lithuania,4674
2021-01-01,Luxembourg,337
2021-01-01,Mexico,5866
2021-01-01,Netherlands,0
2021-01-01,New Zealand,0
2021-01-01,Norway,7282
2021-01-01,Poland,93448
2021-01-01,Portugal,13937
2021-01-01,Slovakia,16264
2021-01-01,Slovenia,1419
2021-01-01,South Korea,48849
2021-01-01,Spain,0
2021-01-01,Sweden,29221
2021-01-01,Switzerland,10042
2021-01-01,Taiwan,200
2021-01-01,Turkey,158103
2021-01-01,United Kingdom,422804
2021-01-01,United States,1242656
