Date,Country,NumberOfTest
2021-06-17,Australia,70468
2021-06-17,Austria,526047
2021-06-17,Belgium,42187
2021-06-17,Canada,84632
2021-06-17,Chile,75673
2021-06-17,Colombia,106714
2021-06-17,Costa Rica,8458
2021-06-17,Czechia,184676
2021-06-17,Denmark,113756
2021-06-17,Estonia,3841
2021-06-17,Finland,13389
2021-06-17,France,316892
2021-06-17,Greece,39311
2021-06-17,Hungary,10903
2021-06-17,Israel,21616
2021-06-17,Italy,250031
2021-06-17,Japan,70606
2021-06-17,Latvia,9644
2021-06-17,Lithuania,11650
2021-06-17,Luxembourg,6996
2021-06-17,Mexico,13968
2021-06-17,New Zealand,5499
2021-06-17,Norway,17607
2021-06-17,Poland,102276
2021-06-17,Portugal,65390
2021-06-17,Slovakia,44491
2021-06-17,Slovenia,2410
2021-06-17,South Korea,25897
2021-06-17,Switzerland,26729
2021-06-17,Taiwan,36845
2021-06-17,Turkey,225064
2021-06-17,United Kingdom,1034415
2021-06-17,United States,492412
