Date,Country,NumberOfTest
2020-03-22,Australia,0
2020-03-22,Belgium,1414
2020-03-22,Canada,20476
2020-03-22,Costa Rica,227
2020-03-22,Denmark,532
2020-03-22,Estonia,165
2020-03-22,Finland,1048
2020-03-22,Germany,0
2020-03-22,Greece,176
2020-03-22,Hungary,966
2020-03-22,Iceland,183
2020-03-22,Ireland,978
2020-03-22,Israel,3226
2020-03-22,Italy,25180
2020-03-22,Japan,56
2020-03-22,Latvia,811
2020-03-22,Lithuania,307
2020-03-22,Luxembourg,21
2020-03-22,Mexico,417
2020-03-22,Netherlands,0
2020-03-22,New Zealand,873
2020-03-22,Poland,2523
2020-03-22,Portugal,2109
2020-03-22,Slovakia,242
2020-03-22,Slovenia,731
2020-03-22,South Korea,5435
2020-03-22,Taiwan,811
2020-03-22,United States,74438
