tDate,Country,NumberOfTest
2021-01-25,Australia,0
2021-01-25,Austria,67705
2021-01-25,Belgium,44277
2021-01-25,Canada,142724
2021-01-25,Chile,55229
2021-01-25,Colombia,59646
2021-01-25,Costa Rica,896
2021-01-25,Czechia,74594
2021-01-25,Denmark,126982
2021-01-25,Estonia,4949
2021-01-25,Finland,11433
2021-01-25,France,431063
2021-01-25,Germany,0
2021-01-25,Greece,9394
2021-01-25,Hungary,10064
2021-01-25,Iceland,1447
2021-01-25,Ireland,14884
2021-01-25,Israel,91653
2021-01-25,Italy,177856
2021-01-25,Japan,81941
2021-01-25,Latvia,3901
2021-01-25,Lithuania,8279
2021-01-25,Luxembourg,9209
2021-01-25,Mexico,47712
2021-01-25,Netherlands,0
2021-01-25,New Zealand,2679
2021-01-25,Norway,27913
2021-01-25,Poland,39681
2021-01-25,Portugal,55558
2021-01-25,Slovakia,293690
2021-01-25,Slovenia,4700
2021-01-25,South Korea,22953
2021-01-25,Spain,0
2021-01-25,Sweden,28405
2021-01-25,Switzerland,25651
2021-01-25,Taiwan,1738
2021-01-25,Turkey,151109
2021-01-25,United Kingdom,542893
2021-01-25,United States,1225300
