tDate,Country,NumberOfTest
2021-12-10,Australia,189307
2021-12-10,Austria,411029
2021-12-10,Belgium,101103
2021-12-10,Canada,117901
2021-12-10,Chile,52579
2021-12-10,Colombia,53327
2021-12-10,Czechia,109342
2021-12-10,Denmark,210679
2021-12-10,Estonia,5604
2021-12-10,Finland,22796
2021-12-10,France,953936
2021-12-10,Greece,471223
2021-12-10,Hungary,33943
2021-12-10,Iceland,2003
2021-12-10,Ireland,30492
2021-12-10,Israel,91641
2021-12-10,Italy,803577
2021-12-10,Japan,63255
2021-12-10,Latvia,9984
2021-12-10,Lithuania,19184
2021-12-10,Luxembourg,6146
2021-12-10,Mexico,12380
2021-12-10,Netherlands,62315
2021-12-10,New Zealand,0
2021-12-10,Norway,33735
2021-12-10,Poland,212035
2021-12-10,Portugal,197718
2021-12-10,Slovakia,50077
2021-12-10,Slovenia,5049
2021-12-10,Switzerland,71987
2021-12-10,Taiwan,18468
2021-12-10,Turkey,347232
2021-12-10,United Kingdom,1180963
2021-12-10,United States,897015
