Date,Country,NumberOfTest
2020-05-28,Australia,29123
2020-05-28,Austria,8666
2020-05-28,Belgium,13090
2020-05-28,Canada,87080
2020-05-28,Chile,15650
2020-05-28,Costa Rica,374
2020-05-28,Denmark,13141
2020-05-28,Estonia,1225
2020-05-28,Finland,2983
2020-05-28,France,44702
2020-05-28,Germany,0
2020-05-28,Greece,4222
2020-05-28,Hungary,4051
2020-05-28,Iceland,350
2020-05-28,Ireland,3811
2020-05-28,Israel,5353
2020-05-28,Italy,115731
2020-05-28,Japan,3981
2020-05-28,Latvia,1951
2020-05-28,Lithuania,6619
2020-05-28,Luxembourg,2000
2020-05-28,Mexico,9031
2020-05-28,Netherlands,0
2020-05-28,New Zealand,3052
2020-05-28,Norway,2787
2020-05-28,Poland,41908
2020-05-28,Portugal,16963
2020-05-28,Slovakia,1848
2020-05-28,Slovenia,706
2020-05-28,South Korea,14481
2020-05-28,Spain,0
2020-05-28,Switzerland,4152
2020-05-28,Taiwan,170
2020-05-28,Turkey,33559
2020-05-28,United Kingdom,101753
2020-05-28,United States,535010
