Date,Country,NumberOfTest
2021-08-18,Australia,180125
2021-08-18,Austria,269632
2021-08-18,Belgium,45388
2021-08-18,Canada,57964
2021-08-18,Chile,32915
2021-08-18,Colombia,50531
2021-08-18,Costa Rica,9656
2021-08-18,Czechia,79443
2021-08-18,Denmark,69421
2021-08-18,Estonia,4637
2021-08-18,Finland,25487
2021-08-18,France,753151
2021-08-18,Greece,91899
2021-08-18,Hungary,8294
2021-08-18,Iceland,3349
2021-08-18,Ireland,23728
2021-08-18,Israel,151715
2021-08-18,Italy,282975
2021-08-18,Japan,131491
2021-08-18,Latvia,8537
2021-08-18,Luxembourg,3702
2021-08-18,Mexico,40490
2021-08-18,New Zealand,7057
2021-08-18,Norway,20049
2021-08-18,Poland,80191
2021-08-18,Portugal,55081
2021-08-18,Slovakia,15775
2021-08-18,Slovenia,2238
2021-08-18,South Korea,42661
2021-08-18,Switzerland,22459
2021-08-18,Taiwan,22892
2021-08-18,United Kingdom,813360
2021-08-18,United States,836666
